identifier,Chosen_C14,Chosen_OtherRadio,Chosen_Calendar,Chosen_Period,AgeFrom,AgeTo
Hertogenbosch|COUN001580|F77,,,1,,675,650
Ribchester|COUN000269|C257,,,1,,1880,1550
Ribchester|COUN000269|C259,,,1,,1880,1550
Ribchester|COUN000269|C262,,,1,,1880,1550
Ribchester|COUN000269|C288,,,1,,1880,1550
Ribchester|COUN000269|C294,,,1,,1880,1550
Ribchester|COUN000269|C296,,,1,,1880,1550
Ribchester|COUN000269|C298,,,1,,1880,1550
Ribchester|COUN000269|C299,,,1,,1880,1550
Ribchester|COUN000269|C300,,,1,,1880,1550
Ribchester|COUN000269|C301,,,1,,1880,1550
Ribchester|COUN000269|C305,,,1,,1880,1550
Ribchester|COUN000269|C308,,,1,,1880,1550
Ribchester|COUN000269|C310,,,1,,1880,1550
Ribchester|COUN000269|C326,,,1,,1880,1550
Ribchester|COUN000269|C327,,,1,,1880,1550
Ribchester|COUN000269|C338,,,1,,1880,1550
Ribchester|COUN000269|C344,,,1,,1880,1550
Ribchester|COUN000269|C353,,,1,,1880,1550
Ribchester|COUN000269|C374,,,1,,1880,1550
Ribchester|COUN000269|C375,,,1,,1880,1550
Ribchester|COUN000269|C391,,,1,,1880,1550
Ribchester|COUN000269|C397,,,1,,1880,1550
Ribchester|COUN000269|C403,,,1,,1880,1550
Ribchester|COUN000269|C405,,,1,,1880,1550
Ribchester|COUN000269|C407,,,1,,1880,1550
Ribchester|COUN000269|C426,,,1,,1880,1550
Ribchester|COUN000269|C429,,,1,,1880,1550
Ribchester|COUN000269|C645,,,1,,1880,1550
Ribchester|COUN000269|C65,,,1,,1880,1550
Ribchester|COUN000269|C686,,,1,,1880,1550
Ribchester|COUN000269|C690,,,1,,1880,1550
Ribchester|COUN000269|C710,,,1,,1880,1550
Ribchester|COUN000269|C727,,,1,,1880,1550
Ribchester|COUN000269|C746,,,1,,1880,1550
Ribchester|COUN000269|C774,,,1,,1880,1550
Ribchester|COUN000269|C800,,,1,,1880,1550
Ribchester|COUN000269|C810,,,1,,1880,1550
Ribchester|COUN000269|C812,,,1,,1880,1550
Ribchester|COUN000269|C90,,,1,,1880,1550
Ribchester|COUN000269|C91,,,1,,1880,1550
Ribchester|COUN000269|S1,,,1,,1880,1550
Riga|COUN001519|R-28,,,1,,750,651
Riga|COUN001519|R-29,,,1,,594,400
Ripon: Skellgarths|COUN001151|BugsPresence,,,1,,750,651
Rjurikovo Gorodisce|COUN000271|GM,,,1,,1050,950
Rjurikovo Gorodisce|COUN000271|GN,,,1,,1150,1050
Rjurikovo Gorodisce|COUN000271|GS,,,1,,1050,950
Rothwell Haigh|COUN001404|Well,,,1,,1670,1600
Rudston|COUN000275|s267,,,1,,1625,1540
Rudston|COUN000275|s268/9,,,1,,1625,1540
Rudston|COUN000275|s269,,,1,,1625,1540
Rudston|COUN000275|s271,,,1,,1625,1540
Rudston|COUN000275|s272,,,1,,1625,1540
Rudston|COUN000275|s272/3,,,1,,1625,1540
Rudston|COUN000275|s275,,,1,,1625,1540
Runnymede 4 LBA Midden|COUN000277|L19,,,,1,2949,2599
Runnymede 4 LBA Midden|COUN000277|L24,,,,1,2949,2599
Runnymede 5 Bird pellet|COUN000278|S1,,,,,,
Runnymede 6|COUN000276|A14,,,,1,6449,3649
Runnymede 6|COUN000276|A32,,,,1,6449,3649
Runnymede 6|COUN000276|C39,,,,1,9500,5000
Runnymede 6|COUN000276|C4,,,,1,9500,7000
Runnymede 6|COUN000276|C40,,,,1,7000,5000
Runnymede 6|COUN000276|C55/0,,,,1,4449,2549
Runnymede 6|COUN000276|C55/15,,,,1,4449,2549
Runnymede 6|COUN000276|C55/30,,,,1,4449,2549
Runnymede LBA|COUN000648|BugsPresence,,,,,,
Runnymede LBA|COUN000648|P,,,,1,2949,2599
Runnymede LBA|COUN000648|S1,,,,1,2949,2599
Runnymede LBA|COUN000648|S10,,,,1,2949,2599
Runnymede LBA|COUN000648|S11,,,,1,2949,2599
Runnymede LBA|COUN000648|S12,,,,1,2949,2599
Runnymede LBA|COUN000648|S13,,,,1,2949,2599
Runnymede LBA|COUN000648|S14,,,,1,2949,2599
Runnymede LBA|COUN000648|S15,,,,1,2949,2599
Runnymede LBA|COUN000648|S16,,,,1,2949,2599
Runnymede LBA|COUN000648|S17,,,,1,2949,2599
Runnymede LBA|COUN000648|S18,,,,1,2949,2599
Runnymede LBA|COUN000648|S19,,,,1,2949,2599
Runnymede LBA|COUN000648|S2,,,,1,2949,2599
Runnymede LBA|COUN000648|S20,,,,1,2949,2599
Runnymede LBA|COUN000648|S21,,,,1,2949,2599
Runnymede LBA|COUN000648|S3,,,,1,2949,2599
Runnymede LBA|COUN000648|S4,,,,1,2949,2599
Runnymede LBA|COUN000648|S5,,,,1,2949,2599
Runnymede LBA|COUN000648|S6,,,,1,2949,2599
Runnymede LBA|COUN000648|S7,,,,1,2949,2599
Runnymede LBA|COUN000648|S8,,,,1,2949,2599
Runnymede LBA|COUN000648|S9,,,,1,2949,2599
Saint-Maximin-la-Sainte-Baume|COUN001537|St-2096,1,,,,5604,5294
San Antonio|COUN000989|S1,,,1,,329,329
San Pedro de Atacama|COUN000875|BugsPresence,,,1,,1949,1949
Sanbonmatsu|COUN001174|BugsPresence,,,1,,10500,10500
Sandnes (V51) Kilaersarvik|COUN000719|S029,,,1,,950,600
Sandnes (V51) Kilaersarvik|COUN000719|S1013,,,1,,950,600
Sandnes (V51) Kilaersarvik|COUN000719|S1070,,,1,,950,600
Sandnes (V51) Kilaersarvik|COUN000719|S1082,,,1,,950,600
Sandnes (V51) Kilaersarvik|COUN000719|S1158,,,1,,950,600
Sandnes (V51) Kilaersarvik|COUN000719|S1204,,,1,,950,600
Sandnes (V51) Kilaersarvik|COUN000719|S1266,,,1,,950,600
Sandnes (V51) Kilaersarvik|COUN000719|S302,,,1,,950,600
Sandnes (V51) Kilaersarvik|COUN000719|S350,,,1,,950,600
Sandnes (V51) Kilaersarvik|COUN000719|S367,,,1,,950,600
Sandnes (V51) Kilaersarvik|COUN000719|S369,,,1,,950,600
Sandnes (V51) Kilaersarvik|COUN000719|S372,,,1,,950,600
Sandnes (V51) Kilaersarvik|COUN000719|S373,,,1,,950,600
Sandnes (V51) Kilaersarvik|COUN000719|S374,,,1,,950,600
Sandnes (V51) Kilaersarvik|COUN000719|S399,,,1,,950,600
Sandnes (V51) Kilaersarvik|COUN000719|S557,,,1,,950,600
Sandnes (V51) Kilaersarvik|COUN000719|S591,,,1,,950,600
Sandnes (V51) Kilaersarvik|COUN000719|S633,,,1,,950,600
Sandnes (V51) Kilaersarvik|COUN000719|S640,,,1,,950,600
Sandnes (V51) Kilaersarvik|COUN000719|S673,,,1,,950,600
Sandnes (V51) Kilaersarvik|COUN000719|S736,,,1,,950,600
Sandnes (V51) Kilaersarvik|COUN000719|S783,,,1,,950,600
Sandnes (V51) Kilaersarvik|COUN000719|S837,,,1,,950,600
Sandnes (V51) Kilaersarvik|COUN000719|S852,,,1,,950,600
Sandnes (V51) Kilaersarvik|COUN000719|Total,,,,1,961,400
Sandnes (V51) Kilaersarvik|COUN000720|S988,,,,1,961,400
Sandnes (V51) Kilaersarvik|COUN000720|S989,,,,1,961,400
Sandnes (V51) Kilaersarvik|COUN000720|S991,,,,1,961,400
Sandnes (V51) Kilaersarvik|COUN000720|S992,,,,1,961,400
Sandnes (V51) Kilaersarvik|COUN000720|S993,,,,1,961,400
Sandnes (V51) Kilaersarvik|COUN000720|S994,,,,1,961,400
Sandnes (V51) Kilaersarvik|COUN000720|S995,,,,1,961,400
Sandnes (V51) Kilaersarvik|COUN000720|S998,,,,1,961,400
Sandtoft|COUN000425|S1,,,,1,2599,1540
Sandtoft|COUN000425|S3,,,,1,2599,1540
Sandtoft|COUN000425|S4,,,,1,2599,1540
Sandtoft|COUN000425|S5,,,,1,2599,1540
Santa Pola|COUN000734|S1,,,1,,1875,1550
Saqqarah|COUN000291|S1,,,1,,4249,4249
Scar|COUN001242|S1,,,1,,1075,1000
Scarborough: Quay Street|COUN001207|BugsPresence,,,,1,1550,400
Scarborough: Springfield|COUN001237|BugsPresence,,,1,,750,651
Scarborough: St Sepulchre Street|COUN001167|C5016,,,,1,1550,400
Schipluiden|COUN001568|S6086,,,1,,5449,5449
Schipluiden|COUN001568|S7001,,,1,,5449,5449
Schipluiden|COUN001568|S7002,,,1,,5449,5449
Schipluiden|COUN001568|S8922,,,1,,5449,5449
Schipluiden|COUN001568|S8923,,,1,,5449,5449
Schipluiden|COUN001568|S9415,,,1,,5449,5449
Selby|COUN000898|S3326,,,,1,1550,400
Selby|COUN000898|S3452,,,,1,1550,400
Selby|COUN000898|S3639,,,,1,1550,400
Selby|COUN000898|S3657,,,,1,1550,400
Selby|COUN000898|S3703,,,,1,1550,400
Selby|COUN000898|S3735,,,,1,1550,400
Servia|COUN000887|BugsPresence,,,1,,6449,6149
Shahr-i-Sokhta|COUN000983|BugsPresence,,,,1,4449,2549
Shakenoak Farm|COUN000580|II,,,,,,
Shakenoak Farm|COUN000580|III,,,,1,1907,1540
Shapwick moat|COUN000851|F50,,,,,,
Shapwick moat|COUN000851|F56,,,,,,
Shapwick moat|COUN000851|F56/57,,,,,,
Shapwick moat|COUN000851|F57/58,,,,,,
Shardlow: Log Boat|COUN001578|7001/100,,,,1,4449,2549
Shardlow: Log Boat|COUN001578|7001/102,,,,1,4449,2549
Shardlow: Log Boat|COUN001578|7001/104,,,,1,4449,2549
Shardlow: Log Boat|COUN001578|7003,,,,1,4449,2549
Shardlow: Log Boat|COUN001578|7003boat,,,,1,4449,2549
Shardlow: Log Boat|COUN001578|7005,,,,1,4449,2549
Shardlow: Log Boat|COUN001578|7010/110,,,,1,4449,2549
Shardlow: Log Boat|COUN001578|7010/111,,,,1,4449,2549
Sheffield 1|COUN000296|S1,,,,1,400,0
Shepperton: Staines Road Farm|COUN001392|BugsPresence,1,,,,4349,3730
Sherburn-in-Elmet|COUN001227|BugsPresence,,,,1,1550,400
Sherburn-in-Elmet|COUN001234|BugsPresence,,,,1,5000,0
Shifnal|COUN001173|BugsPresence,,,,1,400,0
Shigetome|COUN001183|BugsPresence,,,1,,3450,3450
Shiptonthorpe|COUN000724|S1,,,,1,1907,1540
Shiptonthorpe|COUN000724|S2,,,,1,1907,1540
Shiptonthorpe|COUN000724|S3,,,,1,1907,1540
Shiptonthorpe|COUN000724|S4,,,,1,1907,1540
Shiptonthorpe|COUN000724|S6,,,,1,1907,1540
Shiptonthorpe|COUN000724|S7,,,,1,1907,1540
Shorncote|COUN001258|C1635,,,1,,3026,2760
Sigtuna|COUN000985|BugsPresence,,,,1,1550,400
Silbury Hill|COUN000300|OGS,1,,,,7266,4152
Silbury Hill|COUN000300|OGS-W,1,,,,7266,4152
Silbury Hill|COUN000300|T67-68,1,,,,7266,3934
Silbury Hill|COUN000300|T68-69,1,,,,7266,4152
Silbury Hill|COUN000300|T70-71,1,,,,7266,4152
Silbury Hill|COUN000300|T71-72,1,,,,7266,4152
Silbury Hill|COUN000300|TS?,1,,,,7266,4152
Silchester|COUN000303|S1/1902_8,,,,1,1907,1540
Silchester|COUN000303|S10\1908,,,,1,1907,1540
Silchester|COUN000303|S12\1909 pit,,,,1,1907,1540
Silchester|COUN000303|S19/well E,,,,1,1907,1540
Silchester|COUN000303|S2/pit,,,,1,1907,1540
Silchester|COUN000303|S20/pit II,,,,1,1907,1540
Silchester|COUN000303|S21/pit XL,,,,1,1907,1540
Silchester|COUN000303|S22/pit II,,,,1,1907,1540
Silchester|COUN000303|S23/well A,,,,1,1907,1540
Silchester|COUN000303|S24/well D,,,,1,1907,1540
Silchester|COUN000303|S25/1901,,,,1,1907,1540
Silchester|COUN000303|S4\1903,,,,1,1907,1540
Silchester|COUN000303|S5/pit III,,,,1,1907,1540
Silchester|COUN000303|S6\1905,,,,1,1907,1540
Silchester|COUN000303|S7/pit 5,,,,1,1907,1540
Silchester|COUN000303|S8\1906,,,,1,1907,1540
Silchester|COUN000303|S9\1904,,,,1,1907,1540
Silchester|COUN000944|BugsPresence,,,,,,
Singen Offwiese|COUN001103|BugsPresence,,,1,,6950,6950
Sipplingen-Osthafen|COUN001146|BugsPresence,,,,1,6449,3649
Siriguarch|COUN000735|BugsPresence,,,1,,2649,2549
Skalholt|COUN001635|B1680,,,,1,400,0
Skalholt|COUN001636|BugsPresence,,,,1,400,0
Skara Brae|COUN000888|Black_Midden,,,1,,5049,4449
Skegness|COUN001079|S1275,,,1,,650,351
Skegness|COUN001079|S1281,,,1,,650,351
Skegness|COUN001079|S2077,,,1,,550,251
Skegness|COUN001079|S3014,,,1,,1949,1750
Skegness|COUN001079|S3037,,,1,,1949,1750
Skegness|COUN001079|S911,,,1,,1949,1750
Skellig Michael|COUN001250|F593,,,,1,50,0
Skellig Michael|COUN001250|F596,,,,1,50,0
Skellig Michael|COUN001250|F615,,,,1,50,0
Skellig Michael|COUN001250|F634(4)I,,,,1,1550,400
Skellig Michael|COUN001250|F634(4)ii,,,,1,1550,400
Skellig Michael|COUN001250|F638i,,,,1,1550,400
Skellig Michael|COUN001250|F638ii,,,,1,1550,400
Skriduklaustur|COUN000950|S115,,,,1,1082,400
Skriduklaustur|COUN000950|S122,,,,1,1082,400
Skriduklaustur|COUN000950|S1413,,,,1,1082,400
Skriduklaustur|COUN000950|S145,,,,1,1082,400
Skriduklaustur|COUN000950|S987,,,,1,1082,400
Skriduklaustur|COUN001418|S1139,,,,,,
Skriduklaustur|COUN001418|S1161,,,,,,
Skriduklaustur|COUN001418|S1210,,,,,,
Skriduklaustur|COUN001418|S1212,,,,,,
Skriduklaustur|COUN001418|S1238,,,,,,
Skriduklaustur|COUN001418|S1242,,,,,,
Skriduklaustur|COUN001418|S1248,,,,,,
Skriduklaustur|COUN001418|S1286,,,,,,
Skriduklaustur|COUN001418|S1287,,,,,,
Skriduklaustur|COUN001418|S715,,,,,,
Sleaford|COUN001076|C1112,,,1,,1900,1651
Smeerenburg|COUN000305|S1,,,1,,350,250
Solferino|COUN001560|BugsPresence,,,1,,3949,3449
South Shields|COUN000309|S1,,,1,,1833,1812
Southampton: 95-8 High Street|COUN000728|108_1a,,,1,,950,851
Southampton: 95-8 High Street|COUN000728|108_2a,,,1,,950,851
Southampton: 95-8 High Street|COUN000728|4909_1,,,1,,550,525
Southampton: 95-8 High Street|COUN000728|4909_3,,,1,,550,525
Southampton: 95-8 High Street|COUN000728|4909_6,,,1,,550,525
Southampton: 95-8 High Street|COUN000728|4909_7,,,1,,550,525
Southampton: 95-8 High Street|COUN000728|4909_8,,,1,,550,525
Southampton: 95-8 High Street|COUN000728|4914_10,,,1,,550,525
Southampton: 95-8 High Street|COUN000728|4914_11,,,1,,550,525
Southampton: 95-8 High Street|COUN000728|4914_9,,,1,,550,525
Southampton: 95-8 High Street|COUN000728|4922_12,,,1,,550,525
Southampton: 95-8 High Street|COUN000728|4922_13,,,1,,550,525
Southampton: French Quarter|COUN001057|C3169,,,,1,400,0
Southampton: French Quarter|COUN001057|C3216,,,,1,1550,400
Southampton: French Quarter|COUN001057|C4823,,,,1,1550,400
Southampton: French Quarter|COUN001057|C7109,,,,1,1550,400
Southampton: French Quarter|COUN001058|7576,,,1,,880,700
Southampton: French Quarter|COUN001058|C1107,,,1,,700,600
Southampton: French Quarter|COUN001058|C3640,,,1,,230,170
Southampton: French Quarter|COUN001058|C442,,,1,,700,600
Southampton: French Quarter|COUN001058|C4438,,,1,,880,700
Southampton: French Quarter|COUN001058|C4574,,,1,,884,700
Southampton: French Quarter|COUN001058|C4817,,,1,,884,700
Southampton: French Quarter|COUN001058|C5091,,,1,,884,700
Southampton: French Quarter|COUN001058|C5162,,,1,,880,700
Southampton: French Quarter|COUN001058|C5163,,,1,,700,600
Southampton: French Quarter|COUN001058|C5260,,,1,,600,440
Southampton: French Quarter|COUN001058|C7169,,,1,,884,700
Southampton: French Quarter|COUN001058|C8029,,,1,,550,450
Southampton: French Quarter|COUN001058|C8241,,,1,,700,600
Southampton: French Quarter|COUN001372|BugsPresence,,,1,,884,450
Southampton: Granville Street|COUN000694|SAR_XI_F47,1,,,,1239,802
Southampton: Six Dials|COUN000781|BugsPresence,,,,1,1550,400
Sprotbrough|COUN001045|C2027,,,,1,1550,400
Sprotbrough|COUN001045|C2211,,,,1,1550,400
Sprotbrough|COUN001045|C3084,,,1,,800,725
Sprotbrough|COUN001045|C4000,,,1,,250,51
St Albans (Verulamium)|COUN000282|S1,,,1,,1907,1875
St Andrews: Byre Theatre|COUN000918|C274,,,1,,750,551
St Andrews: Byre Theatre|COUN000918|SIII,,,,1,1550,400
St Helier: Old Street|COUN000285|OL_I_V_,,,,1,1550,400
"St Patrick's Isle, Peel|COUN000286|S1503",,,,1,2599,1900
"St Patrick's Isle, Peel|COUN000286|S1522",,,,1,2599,1900
St Peter Port Wreck|COUN000457|S1,,,1,,1750,1650
Staithes|COUN001236|BugsPresence,,,1,,3639,3459
Stamford Bridge|COUN000894|BugsPresence,,,1,,1650,1600
Stamford Bridge|COUN001238|C446,,,,1,1907,1540
Stanford Wharf|COUN001433|1248,,,,1,1907,1540
Stanford Wharf|COUN001433|1915,,,,1,2599,1900
Stanford Wharf|COUN001433|4255,,,1,,1750,1650
Stanford Wharf|COUN001433|6584,,,,1,1907,1540
Stansted|COUN000972|S2644,,,,1,4449,2549
"Stanwick, N. Yorks.|COUN000315|L_10",,,1,,1900,1875
"Stanwick, N. Yorks.|COUN000315|L_11",,,1,,1900,1875
"Stanwick, N. Yorks.|COUN000315|L_9",,,1,,1900,1875
Stanwick: Redlands Farm|COUN000310|C128,1,,,,5710,4871
Stanwick: Redlands Farm|COUN000310|C129,1,,,,5710,4871
Stanwick: Redlands Farm|COUN000310|C130,1,,,,5710,4871
Stanwick: Redlands Farm|COUN000310|C131,1,,,,5710,4871
Stanwick: Redlands Farm|COUN000310|C187,1,,,,5710,4871
Stanwix|COUN001169|BugsPresence,,,,1,1907,1540
Star Carr|COUN001616|BugsPresence,,,,,,
Steeple Claydon|COUN000317|S1,,,1,,500,500
Steeple Claydon|COUN000317|S2,,,1,,500,500
Stileway|COUN000318|S1,1,,,,5305,4879
Stone|COUN000319|S1041,,,,1,1550,400
Stone|COUN000319|S1059,,,,1,1550,400
Stone|COUN000319|S1141,,,,1,1550,400
Stone|COUN000319|S1147,,,,1,1550,400
Storaborg|COUN000320|C3_6,,,,1,1082,0
Storaborg|COUN000320|C90N,,,,1,1082,0
Storaborg|COUN000320|F105W,,,,1,1082,0
Storaborg|COUN000320|F10S,,,,1,1082,0
Storaborg|COUN000320|F25W,,,,1,1082,0
Storaborg|COUN000320|F30S,,,,1,1082,0
Storaborg|COUN000320|F30W,,,,1,1082,0
Storaborg|COUN000320|F35S,,,,1,1082,0
Storaborg|COUN000320|F40S,,,,1,1082,0
Storaborg|COUN000320|F40W,,,,1,1082,0
Storaborg|COUN000320|F45W,,,,1,1082,0
Storaborg|COUN000320|F55S,,,,1,1082,0
Storaborg|COUN000320|F55W,,,,1,1082,0
Storaborg|COUN000320|F60S,,,,1,1082,0
Storaborg|COUN000320|F60W,,,,1,1082,0
Storaborg|COUN000320|F65S,,,,1,1082,0
Storaborg|COUN000320|F65W,,,,1,1082,0
Storaborg|COUN000320|F6aS,,,,1,1082,0
Storaborg|COUN000320|F70N,,,,1,1082,0
Storaborg|COUN000320|F70W,,,,1,1082,0
Storaborg|COUN000320|F75W,,,,1,1082,0
Storaborg|COUN000320|F80W,,,,1,1082,0
Storaborg|COUN000320|F90W,,,,1,1082,0
Storaborg|COUN000320|G0N,,,,1,1082,0
Storaborg|COUN000320|G20N,,,,1,1082,0
Storaborg|COUN000320|G25N,,,,1,1082,0
Storaborg|COUN000320|G30N,,,,1,1082,0
Storaborg|COUN000320|G35N,,,,1,1082,0
Storaborg|COUN000320|G40N,,,,1,1082,0
Storaborg|COUN000320|G45N,,,,1,1082,0
Storaborg|COUN000320|G50N,,,,1,1082,0
Storaborg|COUN000320|G50W,,,,1,1082,0
Storaborg|COUN000320|G55N,,,,1,1082,0
Storaborg|COUN000320|G60N,,,,1,1082,0
Storaborg|COUN000320|G65N,,,,1,1082,0
Storaborg|COUN000320|G70N,,,,1,1082,0
Storaborg|COUN000320|G75N,,,,1,1082,0
Storaborg|COUN000320|G85N,,,,1,1082,0
Storaborg|COUN000320|H13_17,,,,1,1082,0
Storaborg|COUN000320|H14,,,,1,1082,0
Storaborg|COUN000320|H14_15,,,,1,1082,0
Storaborg|COUN000320|H14d,,,,1,1082,0
Storaborg|COUN000320|H14f,,,,1,1082,0
Storaborg|COUN000320|H14fi,,,,1,1082,0
Storaborg|COUN000320|H14p,,,,1,1082,0
Storaborg|COUN000320|H14p2,,,,1,1082,0
Storaborg|COUN000320|H14p3,,,,1,1082,0
Storaborg|COUN000320|H14s2,,,,1,1082,0
Storaborg|COUN000320|H15,,,,1,1082,0
Storaborg|COUN000320|H15s2,,,,1,1082,0
Storaborg|COUN000320|H17C,,,,1,1082,0
Storaborg|COUN000320|H17d,,,,1,1082,0
Storaborg|COUN000320|H17E,,,,1,1082,0
Storaborg|COUN000320|H17F,,,,1,1082,0
Storaborg|COUN000320|H18F,,,,1,1082,0
Storaborg|COUN000320|H18Fgw,,,,1,1082,0
Storaborg|COUN000320|H18fk,,,,1,1082,0
Storaborg|COUN000320|H18Fp,,,,1,1082,0
Storaborg|COUN000320|H18Fpm,,,,1,1082,0
Storaborg|COUN000320|H18K,,,,1,1082,0
Storaborg|COUN000320|H18PF,,,,1,1082,0
Storaborg|COUN000320|H19Np,,,,1,1082,0
Storaborg|COUN000320|H20,,,,1,1082,0
Storaborg|COUN000320|H24,,,,1,1082,0
Storaborg|COUN000320|H24c,,,,1,1082,0
Storaborg|COUN000320|H24co,,,,1,1082,0
Storaborg|COUN000320|H25u,,,,1,1082,0
Storaborg|COUN000320|H29a,,,,1,1082,0
Storaborg|COUN000320|H29b,,,,1,1082,0
Storaborg|COUN000320|H29c,,,,1,1082,0
Storaborg|COUN000320|H30,,,,1,1082,0
Storaborg|COUN000320|H30a,,,,1,1082,0
Storaborg|COUN000320|H30b,,,,1,1082,0
Storaborg|COUN000320|H30nwl,,,,1,1082,0
Storaborg|COUN000320|H30nwu,,,,1,1082,0
Storaborg|COUN000320|H32,,,,1,1082,0
Storaborg|COUN000320|H33,,,,1,1082,0
Storaborg|COUN000320|H33W,,,,1,1082,0
Storaborg|COUN000320|H34a,,,,1,1082,0
Storaborg|COUN000320|H34b,,,,1,1082,0
Storaborg|COUN000320|H36a,,,,1,1082,0
Storaborg|COUN000320|H36b,,,,1,1082,0
Storaborg|COUN000320|H37B,,,,1,1082,0
Storaborg|COUN000320|H4,,,,1,1082,0
Storaborg|COUN000320|H7,,,,1,1082,0
Storaborg|COUN000320|H7F,,,,1,1082,0
Storaborg|COUN000320|H7f2,,,,1,1082,0
Storaborg|COUN000320|H7s,,,,1,1082,0
Storaborg|COUN000320|H7s2,,,,1,1082,0
Storaborg|COUN000320|H7s3,,,,1,1082,0
Storaborg|COUN000320|Pr1,,,,1,1082,0
Storaborg|COUN000320|Pr2,,,,1,1082,0
Storaborg|COUN000320|S1:1,,,,1,1082,0
Storaborg|COUN000320|S4:1,,,,1,1082,0
Storaborg|COUN000320|S4:2,,,,1,1082,0
Storaborg|COUN000320|S79_1,,,,1,1082,0
Storaborg|COUN000320|S79_5,,,,1,1082,0
Storaborg|COUN000320|S79_6,,,,1,1082,0
Storaborg|COUN000320|S79_7,,,,1,1082,0
Storaborg|COUN000320|S80_7,,,,1,1082,0
Storaborg|COUN000320|S80_E,,,,1,1082,0
Storaborg|COUN000320|S88_3,,,,1,1082,0
Storaborg|COUN000320|Sof37,,,,1,1082,0
Stralsund|COUN001116|BugsPresence,,,1,,565,400
Sutton Common|COUN000322|S13/004,1,,,,2700,1997
Sutton Common|COUN000322|S18/034,1,,,,2700,1997
Sutton Common|COUN000322|S5/004,1,,,,2700,1997
Sutton Common|COUN000322|S7/004,1,,,,2700,1997
Sutton Common|COUN000846|C3004,,,,,,
Sutton Common|COUN000846|C3454,,,,,,
Sutton Common|COUN000846|C3537,,,,,,
Sutton Common|COUN000846|C3558,,,,,,
Sutton Common|COUN000846|C3559,,,,,,
Sutton Common|COUN000846|C3582,,,,,,
Sutton Common|COUN000846|C3589,,,,,,
Sutton Common|COUN000846|C8460,,,,,,
Sutton Common|COUN000846|C8492,,,,,,
Sutton Mandeville|COUN000324|S1,,,1,,550,350
Sutton Mandeville|COUN000324|S2,,,1,,550,350
Svalbard|COUN000971|F1,,,,1,400,0
Swalecliffe|COUN000326|C5039,,,1,,2749,2649
Swalecliffe|COUN000326|C5059,,,1,,2969,2749
Sweet Track: Bird Pellet|COUN000327|S1,,,,1,7000,5000
Svendborg: Møllergade 6|COUN000325|S1,,,1,,762,732
Svendborg: Møllergade 6|COUN000325|S2,,,1,,750,735
Swine|COUN001477|40197b,,,,,,
Swine|COUN001477|S40197a,,,,1,1907,1540
Swine|COUN001477|S40237,,,,1,1907,1540
Swine|COUN001477|S40238,,,,1,1907,1540
Swine|COUN001477|S40239,,,,1,1907,1540
Swine|COUN001514|40197b,,,,,,
Swine|COUN001514|S40197a,,,,,,
Swine|COUN001514|S40237,,,,,,
Swine|COUN001514|S40238,,,,,,
Swine|COUN001514|S40239,,,,,,
Tantura F shipwreck|COUN001529|S1,,,1,,1275,1225
Tatsip Ataa|COUN001463|BugsPresence,,,1,,1060,670
Tatsip Ataa|COUN001463|s004,,,1,,1060,670
Tatsip Ataa|COUN001463|s008,,,1,,1060,670
Tatsip Ataa|COUN001463|s009,,,1,,1060,670
Tatsip Ataa|COUN001463|s014,,,1,,1060,670
Tatsip Ataa|COUN001463|s016,,,1,,1060,670
Tatsip Ataa|COUN001463|s020,,,1,,1060,670
Tatsip Ataa|COUN001463|s028,,,1,,1060,670
Tatsip Ataa|COUN001463|s030,,,1,,1060,670
Tatsip Ataa|COUN001463|s032,,,1,,1060,670
Tatsip Ataa|COUN001463|s034,,,1,,1060,670
Tatsip Ataa|COUN001463|s037,1,,,,1053,834
Tatsip Ataa|COUN001463|s040,,,1,,1060,670
Tatsip Ataa|COUN001463|s042,,,1,,1060,670
Tatsip Ataa|COUN001463|s044,,,1,,1060,670
Tatsip Ataa|COUN001463|s046,,,1,,1060,670
Tatsip Ataa|COUN001463|s049,,,1,,1060,670
Tattershall Thorpe Iron Age|COUN000798|S1/100,,,,1,2599,1900
Tattershall Thorpe Iron Age|COUN000798|S1/110,,,,1,2599,1900
Tattershall Thorpe Iron Age|COUN000798|S1/120,,,,1,2599,1900
Tattershall Thorpe Iron Age|COUN000798|S1\95,,,,1,2599,1900
Tattershall Thorpe Iron Age|COUN000798|S6/100,,,,1,2599,1900
Tattershall Thorpe Iron Age|COUN000798|S6/105,,,,1,2599,1900
Tattershall Thorpe Iron Age|COUN000798|S6/110,,,,1,2599,1900
Tattershall Thorpe Iron Age|COUN000798|S6/115,,,,1,2599,1900
Tattershall Thorpe Iron Age|COUN000798|S6/120,,,,1,2599,1900
Tattershall Thorpe Iron Age|COUN000798|S6/125,,,,1,2599,1900
Tattershall Thorpe Iron Age|COUN000798|S6/130,,,,1,2599,1900
Tattershall Thorpe Iron Age|COUN000798|S6/135,,,,1,2599,1900
Tattershall Thorpe Iron Age|COUN000798|S6\85,,,,1,2599,1900
Tattershall Thorpe Iron Age|COUN000798|S6\90,,,,1,2599,1900
Tattershall Thorpe Iron Age|COUN000798|S6\95,,,,1,2599,1900
Taunton: Pig Market|COUN000917|S145_120,,,1,,450,251
Taunton: Pig Market|COUN000917|S145_120_16,,,1,,450,251
Taunton: Pig Market|COUN000917|S179_93,,,1,,450,251
